face,hair,category,location,upper_color,lower_color
dark,Black,Rocker_Chic_Style,East,sky_blue,dark_brown
normal,Black,Streetwear_Style,West,dark_brown,black
dark,Black,Casual_Chic_Style,East,brown,navy_blue
dark,Brown,Evening_Black_Tie,South,brown,khaki_brown
fair,Black,Hip_Hop_Style,South,white,dark_blue
fair,Black,Casual_Chic_Style,West,green,light_gray
fair,Brown,Hip_Hop_Style,West,light_gray,dark_brown
fair,Brown,Rocker_Chic_Style,South,khaki_brown,medium_gray
normal,Brown,Evening_Black_Tie,East,green,tan_brown
dark,Black,Skateboarders,South,red,gold
dark,Brown,Flamboyant_style,East,violet,black
normal,Black,Girly_Style,East,navy_blue,light_gray
normal,Blonde,Hip_Hop_Style,West,white,white
normal,Brown,Hip_Hop_Style,South,charcoal_gray,medium_gray
dark,Black,Retro_Fashion,North,red,charcoal_gray
fair,Blonde,Geeky_chic_Style,South,red,charcoal_gray
fair,Blonde,Military_style,South,maroon,dark_brown
dark,Black,Streetwear_Style,West,khaki_brown,gold
dark,Brown,Retro_Fashion,South,violet,navy_blue
fair,Blonde,Flamboyant_style,South,lavender,light_gray
fair,Brown,Flamboyant_style,East,light_gray,black
dark,Blonde,Ethnic_fashion_style,North,spring_green,white
normal,Brown,Business_Casual,East,charcoal_gray,brown
dark,Black,Military_style,South,yellow,khaki_brown
fair,Black,Casual_Chic_Style,West,tan_brown,medium_gray
normal,Brown,Ethnic_fashion_style,North,olive_green,gold
fair,Black,Flamboyant_style,South,black,medium_gray
dark,Blonde,Retro_Fashion,South,lavender,white
fair,Blonde,Retro_Fashion,South,medium_gray,dark_brown
fair,Black,Hip_Hop_Style,East,charcoal_gray,khaki_brown
fair,Blonde,Sports_Wear,East,dark_blue,dark_blue
normal,Brown,Business_Casual,North,maroon,tan_brown
dark,Blonde,Girly_Style,West,olive_green,dark_brown
fair,Blonde,Ethnic_fashion_style,North,khaki_brown,medium_gray
normal,Blonde,Girly_Style,South,blue,navy_blue
fair,Black,Streetwear_Style,North,brown,dark_brown
fair,Blonde,Ethnic_fashion_style,East,burnt_orange,khaki_brown
fair,Blonde,Girly_Style,West,violet,black
normal,Brown,Hip_Hop_Style,South,brown,navy_blue
fair,Blonde,Casual_Chic_Style,North,brown,khaki_brown
fair,Black,Hip_Hop_Style,South,purple,tan_brown
normal,Black,Geeky_chic_Style,West,green,medium_gray
dark,Brown,Girly_Style,North,tan_brown,white
normal,Blonde,Streetwear_Style,West,pink,dark_blue
normal,Blonde,Geeky_chic_Style,North,orange,black
normal,Blonde,Streetwear_Style,East,pink,light_blue
dark,Black,Streetwear_Style,South,lavender,gold
normal,Black,Sports_Wear,South,purple,dark_blue
fair,Black,Formal_Office_Wear,East,purple,white
dark,Black,Formal_Office_Wear,East,dark_blue,white
fair,Black,Girly_Style,North,navy_blue,black
fair,Blonde,Geeky_chic_Style,South,light_blue,light_gray
dark,Brown,Skateboarders,North,khaki_brown,light_blue
fair,Blonde,Hip_Hop_Style,East,green,navy_blue
normal,Black,Retro_Fashion,West,brown,navy_blue
dark,Brown,Flamboyant_style,East,blue,tan_brown
dark,Brown,Retro_Fashion,South,maroon,dark_blue
normal,Black,Evening_Black_Tie,West,dark_blue,black
dark,Blonde,Rocker_Chic_Style,North,violet,light_blue
fair,Black,Formal_Office_Wear,North,charcoal_gray,charcoal_gray
fair,Blonde,Skateboarders,North,khaki_brown,dark_brown
fair,Brown,Streetwear_Style,North,pink,navy_blue
fair,Black,Retro_Fashion,East,tan_brown,light_gray
fair,Blonde,Flamboyant_style,West,white,light_gray
dark,Black,Geeky_chic_Style,West,light_gray,gold
dark,Black,Military_style,West,gold,dark_blue
normal,Blonde,Girly_Style,East,khaki_brown,charcoal_gray
fair,Blonde,Sports_Wear,North,light_blue,navy_blue
dark,Black,Flamboyant_style,South,khaki_brown,charcoal_gray
normal,Brown,Ethnic_fashion_style,East,yellow,dark_blue
dark,Black,Rocker_Chic_Style,North,sky_blue,charcoal_gray
normal,Blonde,Business_Casual,North,medium_gray,tan_brown
normal,Brown,Military_style,North,violet,dark_blue
dark,Black,Skateboarders,West,spring_green,white
normal,Brown,Flamboyant_style,South,charcoal_gray,khaki_brown
normal,Black,Geeky_chic_Style,North,red,white
fair,Black,Retro_Fashion,South,navy_blue,medium_gray
normal,Blonde,Skateboarders,East,sky_blue,gold
fair,Brown,Formal_Office_Wear,North,pink,khaki_brown
normal,Black,Geeky_chic_Style,North,charcoal_gray,white
normal,Brown,Skateboarders,North,black,light_blue
dark,Blonde,Ethnic_fashion_style,South,khaki_brown,charcoal_gray
dark,Brown,Evening_Black_Tie,East,dark_blue,dark_brown
normal,Black,Geeky_chic_Style,East,olive_green,navy_blue
fair,Black,Sports_Wear,East,gold,tan_brown
normal,Black,Sports_Wear,West,olive_green,brown
fair,Blonde,Formal_Office_Wear,South,charcoal_gray,charcoal_gray
normal,Brown,Geeky_chic_Style,South,orange,tan_brown
fair,Black,Evening_Black_Tie,East,maroon,light_blue
dark,Brown,Flamboyant_style,South,light_gray,charcoal_gray
fair,Black,Rocker_Chic_Style,West,red,dark_brown
dark,Brown,Streetwear_Style,North,navy_blue,white
dark,Black,Hip_Hop_Style,North,light_gray,medium_gray
normal,Brown,Skateboarders,South,yellow,medium_gray
fair,Black,Streetwear_Style,West,sky_blue,dark_blue
normal,Blonde,Retro_Fashion,North,pink,light_gray
fair,Black,Retro_Fashion,West,lavender,white
normal,Blonde,Sports_Wear,North,brown,tan_brown
dark,Brown,Girly_Style,East,black,khaki_brown
dark,Black,Formal_Office_Wear,North,orange,dark_brown
dark,Blonde,Skateboarders,West,red,gold
fair,Black,Girly_Style,North,maroon,charcoal_gray
dark,Black,Skateboarders,West,medium_gray,dark_brown
fair,Brown,Casual_Chic_Style,West,purple,tan_brown
normal,Blonde,Rocker_Chic_Style,East,pink,gold
dark,Black,Flamboyant_style,South,black,medium_gray
normal,Black,Streetwear_Style,South,black,dark_brown
normal,Brown,Casual_Chic_Style,West,navy_blue,light_blue
normal,Brown,Sports_Wear,North,spring_green,light_gray
dark,Blonde,Girly_Style,West,tan_brown,brown
normal,Blonde,Streetwear_Style,South,blue,gold
fair,Brown,Military_style,West,spring_green,black
dark,Brown,Retro_Fashion,East,gold,tan_brown
dark,Black,Geeky_chic_Style,West,medium_gray,gold
fair,Blonde,Geeky_chic_Style,South,violet,dark_brown
normal,Brown,Flamboyant_style,South,maroon,charcoal_gray
dark,Black,Hip_Hop_Style,North,light_gray,light_blue
fair,Brown,Business_Casual,East,brown,dark_blue
normal,Black,Flamboyant_style,East,lavender,gold
normal,Black,Retro_Fashion,East,light_blue,charcoal_gray
fair,Blonde,Business_Casual,South,light_gray,navy_blue
normal,Brown,Hip_Hop_Style,West,pink,khaki_brown
dark,Black,Military_style,North,purple,black
dark,Blonde,Girly_Style,West,gold,dark_brown
fair,Blonde,Streetwear_Style,South,light_blue,gold
dark,Brown,Streetwear_Style,East,orange,light_gray
fair,Blonde,Business_Casual,South,blue,white
fair,Brown,Geeky_chic_Style,South,tan_brown,black
dark,Black,Girly_Style,South,light_gray,charcoal_gray
normal,Blonde,Formal_Office_Wear,West,gold,light_gray
fair,Black,Rocker_Chic_Style,West,dark_blue,navy_blue
dark,Black,Girly_Style,West,yellow,tan_brown
normal,Blonde,Hip_Hop_Style,North,maroon,tan_brown
normal,Blonde,Retro_Fashion,West,black,light_gray
normal,Brown,Casual_Chic_Style,North,white,navy_blue
normal,Black,Flamboyant_style,West,khaki_brown,light_blue
fair,Brown,Streetwear_Style,East,burnt_orange,tan_brown
dark,Brown,Streetwear_Style,South,tan_brown,tan_brown
fair,Blonde,Skateboarders,North,blue,navy_blue
dark,Black,Skateboarders,North,dark_blue,navy_blue
fair,Black,Hip_Hop_Style,West,light_blue,navy_blue
fair,Brown,Flamboyant_style,West,light_blue,light_gray
normal,Blonde,Girly_Style,North,olive_green,light_gray
normal,Brown,Formal_Office_Wear,South,purple,light_gray
normal,Black,Casual_Chic_Style,North,brown,light_blue
normal,Blonde,Girly_Style,East,gold,gold
normal,Black,Hip_Hop_Style,West,burnt_orange,dark_blue
fair,Blonde,Formal_Office_Wear,South,light_gray,brown
fair,Black,Girly_Style,North,blue,khaki_brown
dark,Brown,Streetwear_Style,North,orange,medium_gray
normal,Blonde,Hip_Hop_Style,East,purple,light_blue
normal,Blonde,Evening_Black_Tie,South,pink,white
dark,Brown,Rocker_Chic_Style,West,tan_brown,gold
fair,Black,Business_Casual,East,red,light_gray
normal,Blonde,Hip_Hop_Style,East,purple,brown
normal,Brown,Retro_Fashion,North,yellow,medium_gray
fair,Blonde,Retro_Fashion,North,olive_green,white
normal,Brown,Hip_Hop_Style,South,white,dark_blue
dark,Black,Ethnic_fashion_style,East,light_gray,medium_gray
normal,Blonde,Geeky_chic_Style,North,brown,light_blue
fair,Brown,Retro_Fashion,West,burnt_orange,dark_brown
fair,Brown,Evening_Black_Tie,West,blue,light_gray
fair,Brown,Casual_Chic_Style,South,burnt_orange,tan_brown
fair,Brown,Hip_Hop_Style,North,sky_blue,dark_brown
normal,Brown,Hip_Hop_Style,East,dark_brown,light_gray
fair,Black,Skateboarders,South,purple,khaki_brown
normal,Blonde,Formal_Office_Wear,East,lavender,medium_gray
fair,Blonde,Casual_Chic_Style,East,violet,tan_brown
dark,Black,Retro_Fashion,South,black,medium_gray
fair,Brown,Retro_Fashion,West,medium_gray,white
normal,Brown,Rocker_Chic_Style,North,yellow,light_gray
fair,Black,Sports_Wear,South,maroon,medium_gray
dark,Blonde,Flamboyant_style,North,purple,tan_brown
normal,Brown,Evening_Black_Tie,North,violet,charcoal_gray
dark,Black,Military_style,North,gold,brown
dark,Brown,Geeky_chic_Style,West,light_gray,black
fair,Brown,Streetwear_Style,East,spring_green,dark_brown
normal,Brown,Hip_Hop_Style,North,black,dark_brown
dark,Blonde,Ethnic_fashion_style,East,green,brown
dark,Black,Ethnic_fashion_style,North,tan_brown,light_blue
dark,Black,Streetwear_Style,West,maroon,dark_blue
dark,Blonde,Casual_Chic_Style,West,lavender,brown
dark,Black,Streetwear_Style,East,maroon,khaki_brown
dark,Brown,Military_style,West,yellow,khaki_brown
dark,Brown,Business_Casual,South,navy_blue,light_blue
fair,Blonde,Hip_Hop_Style,East,yellow,white
fair,Blonde,Geeky_chic_Style,East,charcoal_gray,gold
normal,Brown,Streetwear_Style,West,violet,dark_brown
fair,Brown,Sports_Wear,North,white,dark_brown
dark,Brown,Rocker_Chic_Style,South,white,tan_brown
dark,Blonde,Girly_Style,West,yellow,light_blue
normal,Blonde,Hip_Hop_Style,West,tan_brown,black
dark,Blonde,Geeky_chic_Style,North,medium_gray,brown
fair,Brown,Sports_Wear,West,blue,charcoal_gray
normal,Black,Casual_Chic_Style,South,black,light_blue
normal,Blonde,Military_style,North,burnt_orange,khaki_brown
fair,Blonde,Geeky_chic_Style,South,charcoal_gray,khaki_brown
fair,Blonde,Girly_Style,West,maroon,light_gray
normal,Blonde,Streetwear_Style,South,yellow,navy_blue
fair,Blonde,Retro_Fashion,North,black,navy_blue
dark,Blonde,Rocker_Chic_Style,East,tan_brown,navy_blue
fair,Blonde,Evening_Black_Tie,South,purple,khaki_brown
fair,Blonde,Casual_Chic_Style,North,charcoal_gray,medium_gray
fair,Brown,Geeky_chic_Style,North,orange,navy_blue
normal,Black,Ethnic_fashion_style,North,pink,light_gray
fair,Brown,Retro_Fashion,North,tan_brown,gold
dark,Blonde,Hip_Hop_Style,West,red,khaki_brown
normal,Black,Business_Casual,South,sky_blue,khaki_brown
fair,Black,Evening_Black_Tie,South,light_gray,dark_blue
fair,Brown,Evening_Black_Tie,West,brown,medium_gray
dark,Blonde,Evening_Black_Tie,East,yellow,light_blue
dark,Blonde,Streetwear_Style,East,violet,tan_brown
normal,Brown,Military_style,South,navy_blue,white
normal,Brown,Skateboarders,East,lavender,gold
normal,Brown,Hip_Hop_Style,East,light_blue,khaki_brown
dark,Black,Ethnic_fashion_style,West,blue,navy_blue
dark,Brown,Evening_Black_Tie,South,lavender,black
fair,Blonde,Skateboarders,East,gold,charcoal_gray
fair,Brown,Streetwear_Style,South,white,charcoal_gray
dark,Black,Evening_Black_Tie,South,black,khaki_brown
normal,Blonde,Retro_Fashion,East,orange,tan_brown
dark,Black,Military_style,West,tan_brown,dark_blue
normal,Blonde,Skateboarders,North,charcoal_gray,gold
dark,Blonde,Hip_Hop_Style,North,blue,light_blue
normal,Black,Formal_Office_Wear,South,green,light_blue
normal,Blonde,Business_Casual,East,maroon,light_gray
normal,Black,Skateboarders,East,khaki_brown,brown
normal,Black,Flamboyant_style,East,yellow,navy_blue
dark,Black,Sports_Wear,West,olive_green,gold
dark,Brown,Streetwear_Style,South,violet,charcoal_gray
dark,Black,Rocker_Chic_Style,West,green,navy_blue
fair,Black,Business_Casual,North,charcoal_gray,medium_gray
normal,Brown,Military_style,South,white,dark_brown
fair,Black,Retro_Fashion,West,light_gray,medium_gray
fair,Black,Ethnic_fashion_style,East,navy_blue,gold
fair,Blonde,Streetwear_Style,East,red,light_gray
normal,Brown,Ethnic_fashion_style,West,purple,navy_blue
fair,Brown,Evening_Black_Tie,East,sky_blue,khaki_brown
normal,Black,Business_Casual,South,maroon,gold
dark,Black,Business_Casual,West,navy_blue,light_blue
dark,Black,Geeky_chic_Style,North,white,charcoal_gray
dark,Blonde,Evening_Black_Tie,South,medium_gray,tan_brown
fair,Brown,Ethnic_fashion_style,West,dark_brown,light_gray
dark,Black,Hip_Hop_Style,East,brown,dark_blue
fair,Brown,Flamboyant_style,North,brown,khaki_brown
normal,Blonde,Sports_Wear,East,violet,medium_gray
dark,Blonde,Hip_Hop_Style,West,violet,dark_brown
fair,Brown,Ethnic_fashion_style,West,navy_blue,light_gray
normal,Blonde,Flamboyant_style,South,spring_green,tan_brown
normal,Blonde,Hip_Hop_Style,North,olive_green,navy_blue
dark,Brown,Rocker_Chic_Style,North,light_blue,black
normal,Brown,Rocker_Chic_Style,East,olive_green,light_gray
dark,Black,Evening_Black_Tie,South,brown,gold
normal,Black,Retro_Fashion,West,charcoal_gray,tan_brown
normal,Brown,Flamboyant_style,East,pink,charcoal_gray
fair,Brown,Skateboarders,East,white,medium_gray
dark,Brown,Ethnic_fashion_style,North,lavender,gold
dark,Blonde,Formal_Office_Wear,East,gold,black
fair,Brown,Hip_Hop_Style,East,tan_brown,tan_brown
fair,Brown,Ethnic_fashion_style,North,spring_green,tan_brown
dark,Brown,Hip_Hop_Style,West,olive_green,gold
fair,Brown,Ethnic_fashion_style,South,gold,dark_brown
normal,Brown,Casual_Chic_Style,South,khaki_brown,charcoal_gray
fair,Brown,Flamboyant_style,South,lavender,medium_gray
dark,Black,Streetwear_Style,East,brown,white
fair,Blonde,Casual_Chic_Style,East,violet,khaki_brown
dark,Blonde,Geeky_chic_Style,East,spring_green,brown
dark,Brown,Evening_Black_Tie,East,purple,dark_blue
dark,Black,Rocker_Chic_Style,North,sky_blue,tan_brown
fair,Black,Business_Casual,North,black,gold
fair,Blonde,Casual_Chic_Style,West,burnt_orange,dark_brown
dark,Brown,Casual_Chic_Style,West,red,tan_brown
dark,Brown,Evening_Black_Tie,West,white,dark_brown
dark,Black,Rocker_Chic_Style,West,navy_blue,light_blue
fair,Blonde,Ethnic_fashion_style,East,maroon,khaki_brown
dark,Black,Ethnic_fashion_style,East,purple,navy_blue
dark,Blonde,Skateboarders,West,dark_brown,khaki_brown
normal,Blonde,Girly_Style,West,sky_blue,medium_gray
normal,Black,Sports_Wear,South,brown,khaki_brown
normal,Black,Geeky_chic_Style,South,lavender,medium_gray
fair,Blonde,Rocker_Chic_Style,West,light_gray,gold
dark,Brown,Ethnic_fashion_style,North,tan_brown,charcoal_gray
fair,Blonde,Geeky_chic_Style,South,olive_green,navy_blue
normal,Blonde,Rocker_Chic_Style,East,charcoal_gray,light_blue
fair,Brown,Retro_Fashion,East,burnt_orange,tan_brown
normal,Black,Streetwear_Style,West,dark_brown,light_blue
fair,Blonde,Ethnic_fashion_style,East,dark_blue,light_blue
fair,Black,Hip_Hop_Style,West,green,charcoal_gray
dark,Black,Skateboarders,North,light_blue,light_blue
fair,Black,Ethnic_fashion_style,West,spring_green,gold
dark,Blonde,Ethnic_fashion_style,West,burnt_orange,charcoal_gray
dark,Brown,Rocker_Chic_Style,East,tan_brown,navy_blue
fair,Brown,Formal_Office_Wear,West,pink,tan_brown
normal,Blonde,Flamboyant_style,North,violet,medium_gray
fair,Blonde,Casual_Chic_Style,West,yellow,light_blue
normal,Black,Flamboyant_style,South,gold,dark_blue
normal,Brown,Ethnic_fashion_style,East,light_blue,dark_brown
fair,Brown,Formal_Office_Wear,East,dark_brown,brown
fair,Brown,Formal_Office_Wear,North,tan_brown,navy_blue
dark,Black,Casual_Chic_Style,South,maroon,white
dark,Black,Military_style,East,orange,light_gray
dark,Blonde,Sports_Wear,North,dark_brown,black
fair,Black,Evening_Black_Tie,North,gold,gold
dark,Brown,Rocker_Chic_Style,North,yellow,dark_blue
normal,Blonde,Geeky_chic_Style,South,orange,gold
normal,Blonde,Evening_Black_Tie,East,orange,medium_gray
fair,Black,Girly_Style,North,spring_green,black
fair,Blonde,Streetwear_Style,North,lavender,tan_brown
normal,Blonde,Skateboarders,North,sky_blue,tan_brown
dark,Brown,Business_Casual,North,charcoal_gray,dark_blue
normal,Blonde,Military_style,West,black,light_gray
normal,Blonde,Military_style,North,white,khaki_brown
fair,Brown,Geeky_chic_Style,West,red,navy_blue
normal,Brown,Business_Casual,East,violet,white
normal,Blonde,Military_style,North,dark_brown,khaki_brown
fair,Blonde,Flamboyant_style,West,green,light_gray
dark,Blonde,Geeky_chic_Style,West,brown,white
fair,Black,Hip_Hop_Style,West,green,gold
normal,Black,Retro_Fashion,West,orange,gold
fair,Blonde,Casual_Chic_Style,East,lavender,black
dark,Brown,Geeky_chic_Style,North,spring_green,white
dark,Black,Streetwear_Style,West,light_gray,light_blue
dark,Black,Geeky_chic_Style,West,purple,medium_gray
fair,Blonde,Evening_Black_Tie,East,brown,gold
dark,Brown,Sports_Wear,West,violet,light_blue
normal,Black,Girly_Style,East,dark_blue,medium_gray
normal,Brown,Hip_Hop_Style,North,charcoal_gray,charcoal_gray
fair,Brown,Evening_Black_Tie,West,medium_gray,brown
fair,Brown,Rocker_Chic_Style,East,gold,brown
dark,Brown,Rocker_Chic_Style,West,blue,white
normal,Blonde,Business_Casual,East,dark_brown,white
dark,Brown,Formal_Office_Wear,West,violet,tan_brown
normal,Blonde,Skateboarders,West,olive_green,light_blue
normal,Black,Skateboarders,North,dark_brown,dark_blue
fair,Blonde,Geeky_chic_Style,North,black,medium_gray
normal,Brown,Military_style,North,black,dark_brown
normal,Blonde,Rocker_Chic_Style,East,dark_blue,dark_blue
dark,Black,Military_style,South,white,charcoal_gray
fair,Brown,Flamboyant_style,West,khaki_brown,tan_brown
fair,Black,Retro_Fashion,West,olive_green,brown
fair,Black,Girly_Style,North,dark_blue,charcoal_gray
dark,Black,Business_Casual,West,pink,dark_blue
dark,Blonde,Business_Casual,South,yellow,white
normal,Black,Business_Casual,East,light_blue,black
dark,Blonde,Rocker_Chic_Style,East,black,brown
dark,Blonde,Flamboyant_style,East,burnt_orange,white
fair,Brown,Rocker_Chic_Style,South,yellow,brown
dark,Black,Hip_Hop_Style,North,brown,charcoal_gray
normal,Blonde,Military_style,South,gold,light_blue
dark,Black,Geeky_chic_Style,South,sky_blue,khaki_brown
